day_id,city_id,condition_text,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset
D0099,C004,1,1.0708094970185875,-0.23881160988832037,-0.8884027242539378,-0.18180878448357776,-0.0303611315497827,-0.47544796775631587,-0.5786001112829743,1.1051014865251578,0.18757280849862076,1.7445002991370153,0.41292739839871057,-0.5620292508044824,-0.7610303697896547,-0.9229951779579175
D0103,C004,3,1.0708094970185875,-0.23881160988832037,-0.58704665533698,-0.18180878448357776,-0.2285926087936552,-0.20277127168917594,0.11185692236063478,1.1167356677609115,0.18757280849862076,1.7445002991370153,1.1637705239162588,-0.5620292508044824,-0.7610303697896547,-1.0101886875214405
D0106,C005,0,-1.7221840543168008,0.5943628891357795,-0.7879507012816186,0.9662229563326468,-0.2466136521794618,0.17897610280481996,-1.2690571449265833,-1.617296922641172,0.18757280849862076,-0.5600105758950595,0.028349212158015096,-0.5620292508044824,1.8464596794393098,-0.33443898840413755
D0111,C005,3,-1.7221840543168008,0.5943628891357795,0.11611750546925526,-0.017804250081259975,-0.06640321832139587,0.8334001733659558,1.492770989647853,-1.698736191291447,0.18757280849862076,-0.5600105758950595,0.3579876575071828,-0.5620292508044824,1.6533122683853123,-0.2908422336223761
D0114,C005,0,-1.5670177459092791,1.8236367401549438,-0.3861426093923413,1.1302274907349645,-0.2466136521794618,-0.09370059326231998,-1.2690571449265833,-1.617296922641172,0.18757280849862076,-0.5600105758950595,1.3102764996270002,-0.5620292508044824,1.5245473276826476,-0.22544710144973387
D0125,C005,0,-0.9463525122791929,2.369980673941239,0.01566548249693594,-0.34581331888589556,-0.2105715654078486,-1.5116194128114477,-1.2690571449265833,-0.9076118672602056,0.18757280849862076,-0.5600105758950595,1.429312604891977,-0.5620292508044824,1.0094875648719879,-0.07285845971356869
D0127,C005,1,-1.1015188206867146,2.369980673941239,-0.3861426093923413,0.9662229563326468,-0.2466136521794618,-0.09370059326231998,0.8023139560042438,-1.1635638544467835,0.18757280849862076,-0.5600105758950595,0.7517224672297994,-0.5620292508044824,0.9451050945206554,-0.029261704931807214
D0128,C005,2,-0.9463525122791929,1.2909514047133057,-0.3861426093923413,0.14620028432105783,-0.1745294786362354,0.8334001733659558,1.492770989647853,-0.9076118672602056,-2.1603551166975308,-0.5600105758950595,0.7242525967840358,-0.5620292508044824,0.8807226241693229,-0.029261704931807214
D0134,C006,0,0.2949779549809797,-0.23881160988832037,-1.1897587931708957,0.31020481872337563,-0.2466136521794618,-2.3296495010128675,-1.2690571449265833,0.16273280642912075,0.18757280849862076,-0.5600105758950595,0.4587105158083172,-0.5620292508044824,0.26908915583166465,0.9952620324395876
D0141,C006,0,0.4501442633885013,1.140706822922075,2.024705941943322,-0.18180878448357776,-0.2466136521794618,-2.1660434833725835,-1.2690571449265833,0.2674404375509029,0.18757280849862076,-0.5600105758950595,0.06497570608570026,-0.5620292508044824,0.49442780206132825,0.7554798811398994
D0146,C006,2,-1.256685129094236,-0.9763759204998188,-1.4911148620878538,0.6382138875280112,-0.2466136521794618,0.8334001733659558,0.8023139560042438,-1.1053929482680158,-1.06465541827266,-0.5600105758950595,-1.088758852636386,-0.5620292508044824,0.6231927427639932,0.5810928620128535
D0148,C006,0,-0.6360198954641497,-0.9763759204998188,-1.4911148620878538,0.802218421930329,-0.2466136521794618,-2.1660434833725835,-1.2690571449265833,-0.6749282425451346,0.18757280849862076,-0.5600105758950595,0.650999608928665,-0.5620292508044824,0.6875752131153255,0.49389935244933053
D0174,C007,0,-2.032516671131844,-0.23881160988832037,2.024705941943322,2.1142546971488714,-0.2466136521794618,0.7788648341525278,-1.2690571449265833,-1.791809641177475,0.18757280849862076,0.8226959491241854,-0.8964697595160384,-0.5620292508044824,-0.4713092532086586,-1.2499708388211286
D0186,C008,0,-0.9463525122791929,-0.5393007734707826,0.9197336892478097,0.6382138875280112,-0.15650843525042885,-0.09370059326231998,-1.2690571449265833,-0.9076118672602056,0.18757280849862076,-0.5600105758950595,-0.429481961938051,-0.5620292508044824,-0.31035307733032746,1.0606571646122298
D0205,C008,0,-0.7911862038716714,0.061677553694141816,0.6183776203308518,0.6382138875280112,-0.2466136521794618,-0.3663772893294599,-1.2690571449265833,-0.7912700549026701,0.18757280849862076,-0.5600105758950595,-0.9788793708533303,-0.5620292508044824,0.5266190372369944,0.21052044636788092
D0210,C009,0,1.691474730648674,-0.23881160988832037,-0.6874986783092992,-1.9858586629090735,-0.2466136521794618,-0.6390539853965999,-1.2690571449265833,1.8613232668491384,0.18757280849862076,-0.5600105758950595,-0.5027349497934216,0.2818955489928438,-2.0164885416406375,-1.0973821970849635
D0213,C009,0,1.8466410390561954,-0.23881160988832037,1.1206377351924484,-1.657849594104438,-0.2466136521794618,-1.7297607696651596,-1.2690571449265833,2.059104347856949,0.18757280849862076,-0.5600105758950595,0.9806380542778325,1.1258203487901701,-1.9842973064649712,-1.1409789518667248
D0218,C009,4,1.8466410390561954,-0.23881160988832037,0.4174735743862132,-1.9858586629090735,-0.2466136521794618,0.06990542437796399,-1.2690571449265833,2.629179228408873,-1.5342410033118903,-0.5600105758950595,-0.2646627392634671,1.1258203487901701,-1.9199148361136387,-1.2499708388211286
D0232,C009,0,1.5363084222411523,0.061677553694141816,1.622897850054045,-1.4938450597021202,-0.2466136521794618,-0.8571953422503118,-1.2690571449265833,1.5355661922480395,0.18757280849862076,-0.5600105758950595,0.32136116357949734,0.2818955489928438,-1.7589586602353076,-1.5987448770752204
D0235,C010,3,1.8466410390561954,-0.7305211502959859,1.010140509922897,-2.1498631973113915,-0.2466136521794618,-1.4570840735980197,0.664222549275522,1.8380549043776317,0.18757280849862076,2.2054024741434306,-0.9239396299618025,1.9697451485874964,-1.3082813677759804,-0.6832130266582294
D0238,C010,2,0.9466764502925702,0.061677553694141816,0.3471571583055897,-1.4938450597021202,-0.15650843525042885,0.17897610280481996,0.9404053627329657,1.0818331240536512,0.18757280849862076,-0.5600105758950595,-0.008277281769670061,1.9697451485874964,-1.2760901326003142,-0.7050114040491101
D0241,C010,5,1.1794259129038525,-0.4300319867135237,0.7791008570865627,-1.657849594104438,-0.06640321832139587,-0.2573066109026039,0.19471176639786786,1.3261509300044758,0.18757280849862076,-0.5600105758950595,-0.429481961938051,1.1258203487901701,-1.243898897424648,-0.7704065362217524
D0242,C010,1,0.8225434035665529,-0.8807657320872171,0.0960271008747914,-1.8218541285067558,-0.2466136521794618,0.17897610280481996,0.05662035966914605,0.8840520430458406,0.18757280849862076,-0.5600105758950595,-0.9971926178171729,0.2818955489928438,-1.243898897424648,-0.7922049136126331
D0243,C010,2,0.9466764502925702,-0.5393007734707826,0.10607230317202332,-1.657849594104438,-0.15650843525042885,0.23351144201824794,0.36042145447233404,1.093467305289405,0.18757280849862076,-0.5600105758950595,-0.6309276785403201,0.2818955489928438,-1.2117076622489817,-0.8140032910035139
D0244,C010,3,0.7294436185220402,0.6899730775483813,-0.4564590254729648,-1.4938450597021202,-0.2466136521794618,0.3971174596585319,1.492770989647853,0.7909785931598126,0.18757280849862076,-0.5600105758950595,0.394614151434868,-0.5620292508044824,-1.2117076622489817,-0.8358016683943945
D0245,C010,5,0.6053105717960229,0.9358278477522142,-0.0646961358809195,-1.657849594104438,0.203912432465703,0.7788648341525278,1.492770989647853,0.7095393245095374,0.18757280849862076,-0.5600105758950595,0.7242525967840358,-0.5620292508044824,-1.2117076622489817,-0.8576000457852753
D0246,C010,1,0.5432440484330144,-0.18417721650969082,-0.2957357887172539,-1.3298405252998022,-0.2466136521794618,0.7788648341525278,0.05662035966914605,0.6164658746235093,0.18757280849862076,-0.5600105758950595,-0.20056637489001794,0.2818955489928438,-1.1795164270733156,-0.879398423176156
D0249,C010,3,0.7915101418850486,-0.08856702809708927,-0.02451532669199178,-1.8218541285067558,-0.2466136521794618,0.3971174596585319,1.1061150508074318,0.8840520430458406,0.18757280849862076,-0.5600105758950595,-0.20056637489001794,-0.5620292508044824,-1.1473251918976493,-0.9447935553487983
D0253,C010,6,0.6828937259997836,-0.23881160988832037,-0.0646961358809195,-1.1658359908974845,-0.2466136521794618,0.5607234772988159,-0.5509818299372299,0.7793444119240589,-0.12548424819419943,-0.5600105758950595,-0.33791572711883777,-0.5620292508044824,-1.1151339567219831,-1.0319870649123213
D0255,C010,2,0.7294436185220402,0.3075323238979747,-0.3158261933117178,-1.657849594104438,-0.2105715654078486,0.3971174596585319,0.9404053627329657,0.7793444119240589,0.18757280849862076,-0.5600105758950595,0.22979492876028412,1.1258203487901701,-1.1151339567219831,-1.0755838196940828
D0256,C010,8,0.41911100170699706,0.8402176593396122,-0.34596180020341355,-1.4938450597021202,3.9883315434850877,0.7788648341525278,0.8851688000414769,0.4535873373229594,-0.7515983615798398,-0.5600105758950595,0.650999608928665,-0.5620292508044824,-1.0829427215463168,-1.0973821970849635
D0258,C010,2,0.5122107867515097,0.1572877421067436,-0.285690586420022,-1.1658359908974845,1.150017210220549,0.8879355125793837,0.13947520370637914,0.5931975121520019,-0.12548424819419943,-0.5600105758950595,0.23895155224220557,-0.5620292508044824,-1.0829427215463168,-1.1627773292576056
D0260,C010,2,0.6053105717960229,0.2528979305193451,-0.17519336115047074,-1.1658359908974845,-0.03937165324268598,0.7243294949390998,0.8851688000414769,0.6862709620380304,-0.12548424819419943,-0.5600105758950595,0.3396744105433399,-0.5620292508044824,-1.0507514863706506,-1.206374084039367
D0261,C011,0,-0.015354661834063461,0.061677553694141816,-0.6874986783092992,-0.18180878448357776,-0.2466136521794618,-0.9662660206771678,-1.2690571449265833,0.06965935654309229,0.18757280849862076,1.7445002991370153,0.32136116357949734,-0.5620292508044824,-0.24597060697899498,1.6928101089477712
D0268,C011,4,-1.8773503627243224,-0.9217415271211892,1.622897850054045,2.278259231551189,-0.2466136521794618,1.1606122086465238,-1.2690571449265833,-1.5707601976981578,0.18757280849862076,-0.5600105758950595,-0.9239396299618025,-0.5620292508044824,0.07594174477766728,1.3876328254754409
D0269,C011,0,-1.256685129094236,-0.5393007734707826,0.7188296433031711,1.4582365595396003,-0.2466136521794618,0.5061881380853879,-1.2690571449265833,-1.2450031230970584,0.18757280849862076,-0.5600105758950595,0.7883489611574849,-0.5620292508044824,0.14032421512899973,1.3440360706936794
D0278,C011,3,-1.256685129094236,1.5368061749171387,1.9242539189710028,0.4742093531256934,-0.2466136521794618,1.1606122086465238,1.492770989647853,-1.3148082105115797,-0.7515983615798398,-0.5600105758950595,0.8524453255309341,-0.5620292508044824,0.6553839779396594,0.864471768094303
D0279,C011,4,-2.4980155963544086,-0.9763759204998188,-0.9386287357400975,2.278259231551189,-0.2466136521794618,1.1606122086465238,-1.2690571449265833,-2.315347796786385,-0.12548424819419943,-0.5600105758950595,0.25726479920604817,-0.5620292508044824,0.7197664482909918,0.7990766359216609
D0282,C011,0,-0.7911862038716714,0.061677553694141816,-0.08478654047538337,0.6382138875280112,-0.2466136521794618,0.23351144201824794,-1.2690571449265833,-0.7912700549026701,0.18757280849862076,-0.5600105758950595,0.7334092202659568,-0.5620292508044824,0.8807226241693229,0.6464879941854957
D0297,C012,0,-0.3256872786491066,-0.5393007734707826,0.11611750546925526,0.6382138875280112,-0.2466136521794618,0.23351144201824794,-1.2690571449265833,-0.44224461783006364,0.18757280849862076,-0.5600105758950595,0.09244557653146429,-0.5620292508044824,1.460164857331315,1.8453987506839364
D0302,C012,2,-0.6360198954641497,0.3075323238979747,1.2210897581647677,0.14620028432105783,-0.2466136521794618,0.8334001733659558,0.11185692236063478,-0.6749282425451346,-0.43854130488701965,-0.5600105758950595,-0.09984351658888328,0.2818955489928438,1.7176947387366448,1.6056165993842482
D0305,C012,0,-0.9463525122791929,-0.6349109618833844,-0.3861426093923413,0.14620028432105783,-0.2466136521794618,0.17897610280481996,-1.2690571449265833,-0.9076118672602056,0.18757280849862076,-0.5600105758950595,-0.17309650444425392,0.2818955489928438,1.878650914614976,1.4748263350389639
D0317,C013,0,-1.4118514375017577,-0.9763759204998188,-0.1249673496643111,1.4582365595396003,-0.2466136521794618,1.1606122086465238,-1.2690571449265833,-1.1984663981540442,0.18757280849862076,-0.5600105758950595,-0.8598432655883531,0.2818955489928438,-0.34254431250599365,0.7118831263581379
D0334,C013,0,-0.4808535870566282,-0.9763759204998188,0.18643392154987878,0.6382138875280112,-0.12947687017171894,0.5061881380853879,-1.2690571449265833,-0.5585864301875991,0.18757280849862076,-0.5600105758950595,-0.23719286881770327,-0.5620292508044824,0.26908915583166465,0.036133427240835
D0345,C014,7,-0.6360198954641497,-0.9763759204998188,1.9242539189710028,0.9662229563326468,-0.2466136521794618,-0.09370059326231998,1.492770989647853,-0.6749282425451346,0.18757280849862076,-0.5600105758950595,-1.024662488262937,-0.5620292508044824,1.0738700352233204,1.4966247124298446
D0346,C014,2,-1.1015188206867146,-0.9763759204998188,-1.0491259610096488,0.802218421930329,2.006016771046362,0.8334001733659558,1.492770989647853,-1.023953679617741,0.18757280849862076,-0.5600105758950595,-0.5302048202391855,-0.5620292508044824,1.1060612703989865,1.4530279576480831
D0367,C015,2,0.31049458582173206,0.9358278477522142,0.5179255973585325,-0.017804250081259975,0.7445437340399008,0.3971174596585319,0.9127870813872213,0.27907461878665624,-0.12548424819419943,-0.5600105758950595,0.815818831603249,1.1258203487901701,-0.7610303697896547,-0.7050114040491101
D0372,C015,2,0.5742773101145187,-0.14320142147571882,0.5781968111419241,-0.017804250081259975,-0.15650843525042885,-0.03916525404889199,1.0784967694616876,0.5001240622659738,0.18757280849862076,-0.5600105758950595,-0.03574715221543409,0.2818955489928438,-0.7610303697896547,-0.7704065362217524
D0375,C015,2,0.7915101418850486,0.4441183073445485,0.3471571583055897,-0.18180878448357776,-0.15650843525042885,-0.4209126285428879,1.0508784881159432,0.6630025995665234,0.18757280849862076,-0.5600105758950595,0.8890718194586192,1.9697451485874964,-0.7610303697896547,-0.8140032910035139
D0376,C015,1,0.8380600344073053,-0.9763759204998188,-1.3705724345210706,-0.34581331888589556,-0.2466136521794618,-0.5845186461831718,-0.0538527657138314,0.6979051432737841,0.18757280849862076,-0.5600105758950595,-1.2261082048652059,1.1258203487901701,-0.7610303697896547,-0.8358016683943945
D0377,C015,2,0.5742773101145187,0.007043160315512506,0.33711195600835775,0.14620028432105783,-0.06640321832139587,-0.09370059326231998,1.188969894844665,0.5001240622659738,0.18757280849862076,-0.5600105758950595,0.15654194090491347,0.2818955489928438,-0.7610303697896547,-0.8576000457852753
D0386,C015,1,0.7604768802035444,-0.5393007734707826,0.5179255973585325,-0.017804250081259975,-0.2466136521794618,0.5607234772988159,-0.5786001112829743,0.6630025995665234,0.18757280849862076,-0.5600105758950595,0.32136116357949734,0.2818955489928438,-0.7932216049653208,-0.9883903101305598
D0399,C016,2,0.2329114316179713,-0.6349109618833844,-0.9185383311456337,-0.017804250081259975,-0.15650843525042885,-0.47544796775631587,1.0784967694616876,0.18600116890062776,0.18757280849862076,-0.5600105758950595,-0.9239396299618025,0.2818955489928438,-0.6322654290869897,-1.0319870649123213
D0409,C016,0,0.09326175405120153,-0.9763759204998188,-0.8783575219567059,-0.34581331888589556,-0.2466136521794618,-0.9117306814637398,-1.075729175506373,0.11619608148610672,0.18757280849862076,-0.5600105758950595,-1.2902045692386552,1.1258203487901701,-0.7932216049653208,-1.0973821970849635
D0413,C016,2,-0.7446363113494148,-0.8807657320872171,-1.4308436483044622,0.31020481872337563,-0.18354000032913872,0.3971174596585319,1.0784967694616876,-0.7563675111954093,0.18757280849862076,-0.5600105758950595,-0.8323733951425892,0.2818955489928438,-0.825412840140987,-1.119180574475844
D0425,C019,1,0.7604768802035444,1.140706822922075,-1.4911148620878538,-0.18180878448357776,-0.2466136521794618,-0.2573066109026039,0.11185692236063478,0.6862709620380304,0.18757280849862076,-0.5600105758950595,1.6399149449761679,-0.5620292508044824,0.07594174477766728,-0.16005196927709164
D0427,C019,1,0.7604768802035444,0.5943628891357795,0.11611750546925526,-0.18180878448357776,-0.15650843525042885,0.28804678123167593,-0.5786001112829743,0.8724178618100873,0.18757280849862076,-0.5600105758950595,1.7131679328315381,-0.5620292508044824,0.07594174477766728,-0.1818503466679724
D0467,C017,1,0.6053105717960229,-0.9763759204998188,0.07593669628032752,-1.0018314564951667,-0.2105715654078486,1.1606122086465238,0.8023139560042438,0.6630025995665234,-0.12548424819419943,-0.5600105758950595,-0.6034578080945562,1.9697451485874964,-0.954177780843652,-1.1409789518667248
D0474,C018,1,-0.015354661834063461,0.8402176593396122,0.4174735743862132,-0.18180878448357776,-0.2466136521794618,-0.31184195011603194,0.11185692236063478,0.09292771901459972,4.570371602198104,1.7445002991370153,1.7772642972049877,-0.5620292508044824,0.17251545030466597,1.0606571646122298
D0484,C018,2,-0.4808535870566282,0.061677553694141816,-0.6874986783092992,-0.017804250081259975,-0.2466136521794618,0.5061881380853879,1.492770989647853,-0.5585864301875991,4.570371602198104,1.2835981241306005,-0.33791572711883777,-0.5620292508044824,0.5588102724126607,0.6464879941854957
D0500,C020,7,0.4501442633885013,-0.6349109618833844,1.5224458270817256,-0.34581331888589556,1.0148593848269996,0.8334001733659558,0.8023139560042438,0.5233924247374809,0.18757280849862076,-0.5600105758950595,-0.7316505368414546,0.2818955489928438,-1.2760901326003142,-1.29356759360289
D0501,C020,6,0.2949779549809797,-0.6349109618833844,1.5224458270817256,0.14620028432105783,1.0148593848269996,0.8334001733659558,-0.5786001112829743,0.3488797062011777,-0.43854130488701965,-0.5600105758950595,-1.0612889821906222,-0.5620292508044824,-1.2760901326003142,-1.29356759360289
D0505,C020,2,-0.015354661834063461,-0.9763759204998188,0.9800049030312014,-0.34581331888589556,0.7445437340399008,0.9970061910062398,1.0232602067701988,0.09292771901459972,-0.12548424819419943,-0.5600105758950595,-1.024662488262937,-0.5620292508044824,-1.3082813677759804,-1.3371643483846516
D0509,C020,1,0.2949779549809797,-0.5393007734707826,1.723349873026364,-0.18180878448357776,-0.2466136521794618,0.8334001733659558,-0.5786001112829743,0.36051388743693097,-0.43854130488701965,-0.5600105758950595,-0.9971926178171729,-0.5620292508044824,-1.3404726029516467,-1.380761103166413
D0516,C020,1,0.4501442633885013,-0.9763759204998188,-1.4911148620878538,-0.017804250081259975,-0.2466136521794618,0.5607234772988159,-0.5786001112829743,0.5233924247374809,-0.43854130488701965,-0.5600105758950595,-1.2718913222748125,-0.5620292508044824,-1.4048550733029792,-1.4461562353390554
D0518,C020,6,0.2949779549809797,-0.9763759204998188,-1.4911148620878538,-0.017804250081259975,-0.2466136521794618,0.8334001733659558,-0.5786001112829743,0.32561134372967065,-0.43854130488701965,-0.5600105758950595,-0.8598432655883531,-0.5620292508044824,-1.4048550733029792,-1.467954612729936
D0525,C021,3,-1.4118514375017577,-0.23881160988832037,0.11611750546925526,0.4742093531256934,-0.2466136521794618,-0.9117306814637398,1.492770989647853,-1.1868322169182908,0.18757280849862076,-0.5600105758950595,-1.3543009336121046,1.9697451485874964,1.33139991662865,-0.552422762312945
D0527,C021,1,-1.256685129094236,0.8402176593396122,0.6183776203308518,1.1302274907349645,-0.06640321832139587,-0.3663772893294599,0.8023139560042438,-1.0937587670322622,0.18757280849862076,-0.5600105758950595,-1.024662488262937,2.8136699483848226,3.166300321641625,0.7990766359216609
D0529,C021,4,-1.5670177459092791,-0.6349109618833844,1.622897850054045,0.4742093531256934,-0.2466136521794618,0.5061881380853879,0.8023139560042438,-1.3148082105115797,-1.37771247496548,-0.5600105758950595,-1.25357807531097,3.6575947481821487,3.1019178512902927,0.8208750133125416
D0530,C021,8,-2.032516671131844,1.5368061749171387,0.3170215514138939,0.9662229563326468,-0.2466136521794618,0.4516527988719599,1.492770989647853,-1.7569070974702146,-1.06465541827266,-0.5600105758950595,-1.1253853465640715,1.1258203487901701,3.03753538093896,0.8426733907034224
D0534,C021,3,-1.4118514375017577,-0.9763759204998188,0.7188296433031711,0.14620028432105783,-0.2466136521794618,-0.09370059326231998,1.492770989647853,-1.2217347606255513,0.18757280849862076,0.3617937741177704,-1.1620118404917568,3.6575947481821487,2.876579205060629,0.8862701454851838
D0549,C022,0,-0.17052097024158502,-0.5393007734707826,-1.4911148620878538,-0.5098178532882134,-0.06640321832139587,0.8334001733659558,-1.2690571449265833,-0.32590280547252815,0.18757280849862076,0.8226959491241854,-0.7591204072872185,1.9697451485874964,-1.2760901326003142,-0.007463327540926476
D0554,C022,4,0.4501442633885013,-0.9763759204998188,-0.6975438806065312,0.31020481872337563,-0.2466136521794618,0.8334001733659558,-1.2690571449265833,0.3954164311441917,-2.066437999689685,1.7445002991370153,-1.024662488262937,3.6575947481821487,-1.1151339567219831,-0.1818503466679724
D0556,C022,4,0.13981164657345813,-0.9763759204998188,-0.11492214736707916,0.31020481872337563,-0.2466136521794618,1.1606122086465238,-1.2690571449265833,0.15109862519336745,-2.066437999689685,1.7445002991370153,-1.3543009336121046,3.6575947481821487,-1.0507514863706506,-0.2472454788406146
D0557,C022,4,0.2949779549809797,-0.9217415271211892,-0.7879507012816186,-0.017804250081259975,-0.2466136521794618,1.1606122086465238,-1.2690571449265833,0.2441720750793955,-2.066437999689685,1.2835981241306005,-1.088758852636386,3.6575947481821487,-1.0507514863706506,-0.2908422336223761
D0560,C022,4,-0.17052097024158502,-0.9217415271211892,-1.1897587931708957,-0.8378269220928489,-0.2466136521794618,1.1606122086465238,0.8023139560042438,-0.32590280547252815,-2.1603551166975308,1.2835981241306005,-1.3909274275397898,2.8136699483848226,-0.954177780843652,-0.3998341205767798
D0572,C022,0,-1.1015188206867146,-0.9217415271211892,-1.3906628391155345,1.622241093941918,-0.2466136521794618,0.8334001733659558,-1.2690571449265833,-0.9308802297317126,0.18757280849862076,-0.5600105758950595,-1.4641804153951605,3.6575947481821487,-0.6000741939113234,-0.8140032910035139
D0574,C023,2,0.1863615390957147,1.8236367401549438,-0.16514815885323883,0.9662229563326468,-0.06640321832139587,0.17897610280481996,0.8299322373499882,0.17436698766487446,0.18757280849862076,-0.5600105758950595,0.9531681838320688,-0.5620292508044824,-0.24597060697899498,-1.0101886875214405
D0581,C023,1,0.13981164657345813,-0.6349109618833844,-0.58704665533698,-0.017804250081259975,-0.2466136521794618,0.23351144201824794,-0.5786001112829743,0.15109862519336745,0.18757280849862076,-0.5600105758950595,-0.6950240429137694,-0.5620292508044824,-0.3747355476816599,-1.0101886875214405
D0594,C023,0,0.2484280624587231,-0.7851555436746155,-1.5011600643850855,0.31020481872337563,-0.2466136521794618,-0.09370059326231998,-0.7443097993574405,0.2092695313721352,0.18757280849862076,-0.5600105758950595,-1.0155058647810156,-0.5620292508044824,-0.6322654290869897,-1.0319870649123213
D0596,C023,0,0.3570444783439881,-0.5802765685047548,-0.9185383311456337,0.4742093531256934,-0.2466136521794618,-0.3663772893294599,-0.9652560501233954,0.2674404375509029,0.18757280849862076,-0.5600105758950595,-0.8232167716606679,-0.5620292508044824,-0.6966478994383222,-1.0319870649123213
D0598,C023,0,0.31049458582173206,-0.4300319867135237,-1.4107532437099983,0.4742093531256934,-0.2466136521794618,0.06990542437796399,-0.937637768777651,0.2558062563151492,0.18757280849862076,-0.5600105758950595,-0.7316505368414546,-0.5620292508044824,-0.7288391346139884,-1.0319870649123213
D0613,C024,4,-0.9463525122791929,-0.9763759204998188,0.9197336892478097,0.14620028432105783,-0.2466136521794618,0.8334001733659558,-1.2690571449265833,-0.9076118672602056,0.18757280849862076,-0.5600105758950595,-0.9239396299618025,0.2818955489928438,0.30128039100733084,0.5592944846219727
D0625,C025,3,-1.4118514375017577,-0.23881160988832037,1.622897850054045,-1.0018314564951667,-0.15650843525042885,0.8334001733659558,1.492770989647853,-1.3148082105115797,0.18757280849862076,0.3617937741177704,-0.7316505368414546,-0.5620292508044824,-0.24597060697899498,1.3876328254754409
D0626,C025,3,-1.4118514375017577,0.061677553694141816,1.2210897581647677,-1.0018314564951667,-0.15650843525042885,0.8334001733659558,1.492770989647853,-1.256637304332812,0.18757280849862076,-0.5600105758950595,-0.7957469012149039,-0.5620292508044824,-0.21377937180332876,1.3222376933027986
D0638,C025,0,-0.6360198954641497,-0.6349109618833844,0.3170215514138939,0.802218421930329,-0.2466136521794618,-0.31184195011603194,-1.2690571449265833,-0.6749282425451346,0.18757280849862076,-0.5600105758950595,-1.1894817109375209,1.1258203487901701,0.3334716261829971,0.8208750133125416
D0639,C025,0,-0.17052097024158502,-0.5393007734707826,-0.08478654047538337,-0.017804250081259975,-0.2466136521794618,-0.5299833069697438,-1.2690571449265833,-0.32590280547252815,0.18757280849862076,-0.5600105758950595,-0.7591204072872185,0.2818955489928438,0.3656628613586633,0.7772782585307801
