day_id,condition_text,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset,city_id_C002,city_id_C003,city_id_C004,city_id_C005,city_id_C006,city_id_C007,city_id_C008,city_id_C009,city_id_C010,city_id_C011,city_id_C012,city_id_C013,city_id_C014,city_id_C015,city_id_C016,city_id_C017,city_id_C018,city_id_C019,city_id_C020,city_id_C021,city_id_C022,city_id_C023,city_id_C024,city_id_C025,city_id_C026,city_id_C027,city_id_C028,city_id_C029,city_id_C030,city_id_C031,city_id_C032,city_id_C033,city_id_C034,city_id_C035,city_id_C036,city_id_C037,city_id_C038,city_id_C039,city_id_C040,city_id_C041,city_id_C042,city_id_C043,city_id_C044,city_id_C045,city_id_C046,city_id_C047,city_id_C048,city_id_C049,city_id_C050,city_id_C051,city_id_C052,city_id_C053,city_id_C054,city_id_C055,city_id_C056,city_id_C057,city_id_C058,city_id_C059,city_id_C060,city_id_C061,city_id_C062,city_id_C063,city_id_C064,city_id_C065,city_id_C066,city_id_C067,city_id_C068,city_id_C069,city_id_C070,city_id_C071,city_id_C072,city_id_C073,city_id_C074,city_id_C075,city_id_C076,city_id_C077,city_id_C078,city_id_C079,city_id_C080,city_id_C081,city_id_C082,city_id_C083,city_id_C084,city_id_C085,city_id_C086,city_id_C087,city_id_C088,city_id_C089,city_id_C090,city_id_C091,city_id_C092,city_id_C093,city_id_C094,city_id_C095,city_id_C096,city_id_C097,city_id_C098,city_id_C099,city_id_C100,city_id_C101,city_id_C102,city_id_C103,city_id_C104,city_id_C105,city_id_C106,city_id_C107,city_id_C108,city_id_C109,city_id_C110,city_id_C111,city_id_C112
D0014,,-0.753644414526993,-0.912861690413636,-0.8112302098250417,0.1825268355223219,-0.1602862584287492,0.7210443760453363,-0.9433323283979672,-0.7514498516058904,0.0802671131766666,-0.5406670000920736,-0.2276019430838181,-0.5655250841989393,-0.1007818028589707,0.2930577395406515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0015,,-0.753644414526993,-0.912861690413636,-0.5893833526924985,0.0206532936593935,-0.1602862584287492,1.0298623647685208,-0.9433323283979672,-0.7514498516058904,0.0802671131766666,-0.5406670000920736,-0.6771164740150041,-0.5655250841989393,-0.0665401037595256,0.2700335455924925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0016,,-0.753644414526993,-0.567957490071413,-0.1842717005374198,0.5062739192481787,-0.1602862584287492,0.7210443760453363,-0.9433323283979672,-0.7514498516058904,0.0802671131766666,-0.5406670000920736,-0.8779633920906403,0.3999470185282456,-0.0322984046600805,0.2239851576961745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0017,,1.0515575832088475,0.6736976311605897,1.7448314049629552,0.3444003773852503,-0.1602862584287492,-1.4921512098041525,0.6653626338450269,0.4690960418844706,0.0802671131766666,2.124758741682465,-0.8110144193987615,0.3999470185282456,0.0361849935388097,0.1318883819035385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0018,,-0.4527774149043528,-0.912861690413636,-0.7051295390225211,0.5062739192481787,-0.1602862584287492,0.7210443760453363,-0.9433323283979672,-0.5274964766535305,0.0802671131766666,-0.5406670000920736,-0.9544765037385016,0.3999470185282456,0.0361849935388097,0.1318883819035385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0020,,-0.4527774149043528,-0.912861690413636,-1.4381887191126634,0.6681474611111071,-0.1602862584287492,1.0298623647685208,2.274057596088021,-0.5274964766535305,0.0802671131766666,-0.5406670000920736,-1.0883744491222591,0.3999470185282456,0.1046683917377,0.0628158000590615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0021,,-0.6032109147156729,-0.912861690413636,-0.8112302098250417,0.5062739192481787,-0.1602862584287492,1.0298623647685208,-0.9433323283979672,-0.6394731641297104,0.0802671131766666,-0.5406670000920736,-0.8110144193987615,-0.5655250841989393,0.1389100908371451,0.0167674121627435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0022,,-0.3023439150930328,-0.912861690413636,-0.5315102595274873,0.3444003773852503,-0.1602862584287492,0.4636960521093493,-0.9433323283979672,-0.4155197891773506,0.0802671131766666,-0.5406670000920736,-0.4475771390714197,0.3999470185282456,0.1731517899365902,-0.0292809757335744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0023,,-0.3023439150930328,-0.4713843139755905,-0.859457787462551,0.3444003773852503,-0.1602862584287492,1.0298623647685208,-0.9433323283979672,-0.4155197891773506,0.0802671131766666,-0.5406670000920736,-0.59103922341116,0.3999470185282456,0.2073934890360354,-0.0523051696817334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0024,,-0.1519104152817127,-0.4713843139755905,0.3944592311126926,0.3444003773852503,-0.1602862584287492,0.4636960521093493,1.4697101149665242,-0.3035431017011706,0.0802671131766666,-0.5406670000920736,-0.59103922341116,0.3999470185282456,0.2416351881354805,-0.0983535575780514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D0025,,-0.3023439150930328,-0.567957490071413,-0.1842717005374198,0.0206532936593935,0.1964246658057592,1.0298623647685208,0.6653626338450269,-0.4155197891773506,-0.7824435333437033,-0.5406670000920736,0.2027843099354022,0.3999470185282456,0.2758768872349257,-0.1444019454743694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
