condition_text,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset,city_C001,city_C002,city_C004,city_C005,city_C006,city_C007,city_C008,city_C009,city_C010,city_C011,city_C012,city_C013,city_C014,city_C015,city_C016,city_C017,city_C018,city_C019,city_C020,city_C021,city_C022,city_C023,city_C024,city_C025,city_C026,city_C027,city_C028,city_C029,city_C030,city_C031,city_C032,city_C033,city_C034,city_C035,city_C036,city_C037,city_C038,city_C039,city_C040,city_C041,city_C042,city_C043,city_C044,city_C045,city_C046,city_C047,city_C048,city_C049,city_C050,city_C051,city_C052,city_C053,city_C054,city_C055,city_C056,city_C057,city_C058,city_C059,city_C060,city_C061,city_C062,city_C063,city_C064,city_C065,city_C066,city_C067,city_C068,city_C069,city_C070,city_C071,city_C072,city_C073,city_C074,city_C075,city_C076,city_C077,city_C078,city_C079,city_C080,city_C081,city_C082,city_C083,city_C084,city_C085,city_C086,city_C087,city_C088,city_C089,city_C090,city_C091,city_C092,city_C093,city_C094,city_C095,city_C096,city_C097,city_C098,city_C099,city_C101,city_C102,city_C103,city_C104,city_C105,city_C106,city_C107,city_C108,city_C109,city_C110,city_C111,city_C112
1,1.0708094970185875,-0.2388116098883203,-0.8884027242539378,-0.1818087844835777,-0.0303611315497827,-0.4754479677563158,-0.5786001112829743,1.1051014865251578,0.1875728084986207,1.744500299137015,0.4129273983987105,-0.5620292508044824,-0.7610303697896547,-0.9229951779579176,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1.0708094970185875,-0.2388116098883203,-0.58704665533698,-0.1818087844835777,-0.2285926087936552,-0.2027712716891759,0.1118569223606347,1.1167356677609117,0.1875728084986207,1.744500299137015,1.1637705239162588,-0.5620292508044824,-0.7610303697896547,-1.0101886875214403,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.7221840543168008,0.5943628891357795,-0.7879507012816186,0.9662229563326468,-0.2466136521794618,0.1789761028048199,-1.2690571449265833,-1.617296922641172,0.1875728084986207,-0.5600105758950595,0.028349212158015,-0.5620292508044824,1.8464596794393096,-0.3344389884041375,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,-1.7221840543168008,0.5943628891357795,0.1161175054692552,-0.0178042500812599,-0.0664032183213958,0.8334001733659558,1.492770989647853,-1.698736191291447,0.1875728084986207,-0.5600105758950595,0.3579876575071828,-0.5620292508044824,1.6533122683853123,-0.2908422336223761,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.5670177459092791,1.823636740154944,-0.3861426093923413,1.1302274907349643,-0.2466136521794618,-0.0937005932623199,-1.2690571449265833,-1.617296922641172,0.1875728084986207,-0.5600105758950595,1.3102764996270002,-0.5620292508044824,1.5245473276826476,-0.2254471014497338,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.9463525122791928,2.369980673941239,0.0156654824969359,-0.3458133188858955,-0.2105715654078486,-1.5116194128114475,-1.2690571449265833,-0.9076118672602056,0.1875728084986207,-0.5600105758950595,1.429312604891977,-0.5620292508044824,1.009487564871988,-0.0728584597135686,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.1015188206867146,2.369980673941239,-0.3861426093923413,0.9662229563326468,-0.2466136521794618,-0.0937005932623199,0.8023139560042438,-1.1635638544467837,0.1875728084986207,-0.5600105758950595,0.7517224672297994,-0.5620292508044824,0.9451050945206554,-0.0292617049318072,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,-0.9463525122791928,1.2909514047133055,-0.3861426093923413,0.1462002843210578,-0.1745294786362354,0.8334001733659558,1.492770989647853,-0.9076118672602056,-2.1603551166975308,-0.5600105758950595,0.7242525967840358,-0.5620292508044824,0.8807226241693229,-0.0292617049318072,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.2949779549809797,-0.2388116098883203,-1.1897587931708955,0.3102048187233756,-0.2466136521794618,-2.3296495010128675,-1.2690571449265833,0.1627328064291207,0.1875728084986207,-0.5600105758950595,0.4587105158083172,-0.5620292508044824,0.2690891558316646,0.9952620324395876,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.4501442633885013,1.140706822922075,2.024705941943322,-0.1818087844835777,-0.2466136521794618,-2.1660434833725835,-1.2690571449265833,0.2674404375509029,0.1875728084986207,-0.5600105758950595,0.0649757060857002,-0.5620292508044824,0.4944278020613282,0.7554798811398994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,-1.256685129094236,-0.9763759204998188,-1.4911148620878538,0.6382138875280112,-0.2466136521794618,0.8334001733659558,0.8023139560042438,-1.1053929482680158,-1.06465541827266,-0.5600105758950595,-1.088758852636386,-0.5620292508044824,0.6231927427639932,0.5810928620128535,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.6360198954641497,-0.9763759204998188,-1.4911148620878538,0.802218421930329,-0.2466136521794618,-2.1660434833725835,-1.2690571449265833,-0.6749282425451346,0.1875728084986207,-0.5600105758950595,0.650999608928665,-0.5620292508044824,0.6875752131153255,0.4938993524493305,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-2.032516671131844,-0.2388116098883203,2.024705941943322,2.114254697148872,-0.2466136521794618,0.7788648341525278,-1.2690571449265833,-1.791809641177475,0.1875728084986207,0.8226959491241854,-0.8964697595160384,-0.5620292508044824,-0.4713092532086586,-1.2499708388211286,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.9463525122791928,-0.5393007734707826,0.9197336892478096,0.6382138875280112,-0.1565084352504288,-0.0937005932623199,-1.2690571449265833,-0.9076118672602056,0.1875728084986207,-0.5600105758950595,-0.429481961938051,-0.5620292508044824,-0.3103530773303274,1.0606571646122298,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7911862038716714,0.0616775536941418,0.6183776203308518,0.6382138875280112,-0.2466136521794618,-0.3663772893294599,-1.2690571449265833,-0.7912700549026701,0.1875728084986207,-0.5600105758950595,-0.9788793708533304,-0.5620292508044824,0.5266190372369944,0.2105204463678809,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.691474730648674,-0.2388116098883203,-0.6874986783092992,-1.985858662909073,-0.2466136521794618,-0.6390539853965999,-1.2690571449265833,1.8613232668491384,0.1875728084986207,-0.5600105758950595,-0.5027349497934216,0.2818955489928438,-2.016488541640637,-1.0973821970849635,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.8466410390561956,-0.2388116098883203,1.1206377351924484,-1.657849594104438,-0.2466136521794618,-1.7297607696651596,-1.2690571449265833,2.059104347856949,0.1875728084986207,-0.5600105758950595,0.9806380542778323,1.12582034879017,-1.9842973064649712,-1.1409789518667248,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1.8466410390561956,-0.2388116098883203,0.4174735743862132,-1.985858662909073,-0.2466136521794618,0.0699054243779639,-1.2690571449265833,2.629179228408873,-1.5342410033118905,-0.5600105758950595,-0.2646627392634671,1.12582034879017,-1.919914836113639,-1.2499708388211286,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.5363084222411525,0.0616775536941418,1.622897850054045,-1.4938450597021202,-0.2466136521794618,-0.8571953422503118,-1.2690571449265833,1.5355661922480397,0.1875728084986207,-0.5600105758950595,0.3213611635794973,0.2818955489928438,-1.7589586602353076,-1.5987448770752204,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1.8466410390561956,-0.7305211502959859,1.010140509922897,-2.1498631973113915,-0.2466136521794618,-1.4570840735980195,0.664222549275522,1.838054904377632,0.1875728084986207,2.2054024741434306,-0.9239396299618025,1.9697451485874964,-1.3082813677759804,-0.6832130266582294,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0.9466764502925702,0.0616775536941418,0.3471571583055897,-1.4938450597021202,-0.1565084352504288,0.1789761028048199,0.9404053627329656,1.0818331240536512,0.1875728084986207,-0.5600105758950595,-0.00827728176967,1.9697451485874964,-1.2760901326003142,-0.7050114040491101,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1.1794259129038525,-0.4300319867135237,0.7791008570865627,-1.657849594104438,-0.0664032183213958,-0.2573066109026039,0.1947117663978678,1.3261509300044758,0.1875728084986207,-0.5600105758950595,-0.429481961938051,1.12582034879017,-1.243898897424648,-0.7704065362217524,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.8225434035665529,-0.8807657320872171,0.0960271008747914,-1.821854128506756,-0.2466136521794618,0.1789761028048199,0.056620359669146,0.8840520430458406,0.1875728084986207,-0.5600105758950595,-0.9971926178171728,0.2818955489928438,-1.243898897424648,-0.7922049136126331,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0.9466764502925702,-0.5393007734707826,0.1060723031720233,-1.657849594104438,-0.1565084352504288,0.2335114420182479,0.360421454472334,1.093467305289405,0.1875728084986207,-0.5600105758950595,-0.6309276785403201,0.2818955489928438,-1.2117076622489815,-0.8140032910035139,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,0.7294436185220402,0.6899730775483813,-0.4564590254729648,-1.4938450597021202,-0.2466136521794618,0.3971174596585319,1.492770989647853,0.7909785931598126,0.1875728084986207,-0.5600105758950595,0.394614151434868,-0.5620292508044824,-1.2117076622489815,-0.8358016683943945,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
